url,name,address,phone
https://www.navigator.az/firm/16308/info/,АПТЕКА №254,Караева Кары пр-т. 31 Низаминский район Кара Караева,"(+99412) 421-06-93,(+99412) 511-13-85"
https://www.navigator.az/firm/751/info/, APTEK  №399 (ЧП MEMMEDOV R.N.),Ахмедова Асада 201 Ясамальский район Иншаатчылар,"(+99412) 432-90-90,(+99455) 206-06-42"
https://www.navigator.az/firm/16303/info/,AVESTAFARM Aptek Memar Əcəmi,Магеррамова Асифа 66 A Насиминский район Мемар Аджеми,"(+99412) 430-13-74,(+99455) 455-84-10"
https://www.navigator.az/firm/1851/info/,AVANGARD Аптека,Алиевой Диляры 243 Насиминский район - Ориентир: Парк Самеда Вургуна 28 мая,"(+99450) 643-15-33,(+99412) 493-19-74"
https://www.navigator.az/firm/9176/info/,AFRODITA Chemist's shop №106,Исмаилова Назима пос. Бакиханова Сабунчинский район,(+99412) 425-11-54
https://www.navigator.az/firm/752/info/,ASPIRIN Chemist's shop (ЧП QEDIMZADE A.A.),Низами 85 A (бывший 73 A) Сабаильский район,"(+99412) 493-61-41,(+99450) 356-40-62"
https://www.navigator.az/firm/771/info/,ЦЕНТРАЛЬНАЯ АПТЕКА-2008,Гаджибейли Узеира 63 C Сабаильский район 28 мая,"(+99412) 598-41-20,(+99412) 498-69-28,(+99455) 662-36-64"
https://www.navigator.az/firm/16144/info/,ИНАМ Глазная Клиника им. Зарифы Алиевой,"Джавадхана 3, напротив Глазной Клиники им. Зарифы Алиевой Бинагадинский район","(+99412) 568-25-53,(+99455) 315-75-53"
https://www.navigator.az/firm/9325/info/,РЕАЛ Аптека,Мехдизаде Мехди 16 Хатаинский район Шах Исмаил Хатаи,(+99412) 490-73-10
https://www.navigator.az/firm/9905/info/,ЗЕФЕРАН Аптека пос. Сахиль,"Гасымова Захида 24 С, Сахиль пос. Гарадагский район",(+99412) 446-64-33
https://www.navigator.az/firm/5438/info/,ПЛАНЕТА Аптека 3-й мкр.,"Джавадхана 30/48, 3-й мкр. Насиминский район","(+99412) 430-07-17,(+99412) 430-30-10,(+99412) 430-14-84"
https://www.navigator.az/firm/991/info/,AVİS Aptek Narimanov,Ага Нейматуллы 45 Наримановский район - Ориентир: Metro Park Нариман Нариманова,"(+99450) 205-07-50,(+99412) 465-92-40"
https://www.navigator.az/firm/998/info/,AVROPA APTEK Yasamal,Джавада Ахмеда 20 Ясамальский район - Ориентир: ЦУМ Ичери Шехер,"(+99412) 492-30-87,(+99450) 750-33-71,(+99412) 492-33-71"
https://www.navigator.az/firm/23171/info/,AVROPA APTEK Səbail,"Аббасова Курбана 70, возле Роддома №5 Сабаильский район","(+99450) 327-10-70,(+99412) 491-28-71,(+99412) 491-25-20"
https://www.navigator.az/firm/10195/info/,AVROPA PHARMACY Polyclinic №2,Шейха Шамиля 4/ ул. Лермонтова 76 Сабаильский район,"(+99412) 437-00-22,(+99451) 915-00-22,(+99412) 492-27-51"
https://www.navigator.az/firm/6819/info/,AVIS Pharmacy Akhmedli,Хади Магомеда 41 V Хатаинский район Ахмедлы,"(+99412) 570-28-53,(+99450) 205-07-34"
https://www.navigator.az/firm/21334/info/,AVROPA APTEK 5 saylı Doğum Evi,"Аббасова Курбана 27, возле Роддома №5 Сабаильский район","(+99450) 590-25-20,(+99412) 491-25-53,(+99412) 491-34-83"
https://www.navigator.az/firm/16323/info/,AVIS Aptek Badamdar,Бадамдарское шоссе 5 Сабаильский район,"(+99412) 502-47-67,(+99451) 271-33-88"
https://www.navigator.az/firm/19999/info/,AVIS Aptek Nasimi,Джавадхана 43 Насиминский район,"(+99451) 774-00-02,(+99412) 568-93-58"
https://www.navigator.az/firm/990/info/,AVIS Apteka Torgovaya,Расула Рзы 23/7 Сабаильский район - Ориентир: Торговый Центр ХАГАНИ Сахиль,"(+99412) 498-93-22,(+99450) 302-40-10"
https://www.navigator.az/firm/16335/info/,AVESTAFARM Aptek Viktoria,Тебриза 17 Наримановский район,"(+99412) 541-05-21,(+99455) 455-85-64"
https://www.navigator.az/firm/24003/info/,GARACIYER APTEKI,Аскеровой Салатын 79 Ясамальский район Низами,"(+99412) 596-72-88,(+99455) 789-77-77"
https://www.navigator.az/firm/2454/info/,ELVIN  Aptek 007 (ES QURBANOVA A.M.),Азадлыг пр-т. 82 Насиминский район,"(+99450) 338-44-60,(+99412) 441-61-75"
https://www.navigator.az/firm/21515/info/,ELNUR Aptek,Азадлыг пр-т. 132 Насиминский район,"(+99412) 449-79-80,(+99412) 449-79-70"
https://www.navigator.az/firm/20024/info/,GUNEL Aptek,Гянджлик 26 A (бывший 25) Сабунчинский район - Ориентир: Aygun city,"(+99412) 429-97-11,(+99412) 429-97-10"
https://www.navigator.az/firm/8524/info/,DEUTSCHE APOTHEKE (ES QUBADOV I.I.) Icheri Sheher,Алиева Азиза 3 Сабаильский район - Ориентир: Площадь Фонтанов Ичери Шехер,(+99412) 437-25-01
https://www.navigator.az/firm/12581/info/,FAXIR Aptek (FŞ QOCAYEV F.M.),Хади Магомеда 45 Хатаинский район Ахмедлы,"(+99412) 370-16-72,(+99450) 736-97-23"
https://www.navigator.az/firm/167/info/,DEUTSCHE APOTHEKE (ES QUBADOV I.I.) Fizuli,Физули 49 Насиминский район,"(+99412) 596-44-11,(+99412) 596-44-22"
https://www.navigator.az/firm/9174/info/,DEPO Aptek,Истиглалият 118 Сабаильский район,(+99412) 492-70-64
https://www.navigator.az/firm/18154/info/,PHARMACY №240,28 Мая Гарадагский район,(+99412) 445-85-43
https://www.navigator.az/firm/13745/info/,CHIRAG Aptek Gənclik,Рагимова Кёроглу 4 Наримановский район Гянджлик,(+99412) 564-42-10
https://www.navigator.az/firm/6560/info/,MEDI CLUB Aptek,Гаджибейли Узеира 119 (бывший 45) Сабаильский район,"(+99412) 598-25-70,(+99412) 497-09-11"
https://www.navigator.az/firm/5389/info/,ODLAR YURDU-95 Pharmacy,Бакиханова 31/1 Насиминский район,"(+99412) 449-42-21,(+99412) 449-42-20"
https://www.navigator.az/firm/10265/info/,AVİTA Aptek,Ширвани 2 Хатаинский район Халглар Достлугу,(+99412) 376-99-09
https://www.navigator.az/firm/22272/info/,MEDICAL CITY (2),Алиева Гейдара пр-т. 66-68 Наримановский район,(+99412) 567-75-05
https://www.navigator.az/firm/22270/info/,MEDICAL CITY Nasimi,Физули 49 Насиминский район,"(+99470) 594-25-05,(+99412) 594-25-05"
https://www.navigator.az/firm/5350/info/,NUR Aptek,"Хади Магомеда 7, пос. Ахмедлы Хатаинский район Халглар Достлугу",(+99412) 375-64-93
https://www.navigator.az/firm/18167/info/,LIFE APTEK,"Фаталиева Мухтара 32, Бакиханова пос. Сабунчинский район","(+99455) 455-90-84,(+99412) 428-12-74"
https://www.navigator.az/firm/755/info/,ISTANBUL APTEK,Джавида Гусейна 3 Q Ясамальский район Элмляр Академиясы,"(+99450) 302-40-12,(+99412) 537-06-29"
https://www.navigator.az/firm/5185/info/,IRADA Aptek,Ахмедбекова Зивербека 39 A Ясамальский район - Ориентир: Caspian Plaza Низами,(+99412) 596-19-41
https://www.navigator.az/firm/23538/info/,ZEYTUN 14 PHARMACY,Нуриева Бахруза 55/57 Низаминский район,(+99412) 370-22-91
https://www.navigator.az/firm/16146/info/,INAM Bus station,"Сумгаитское шоссе 1-й этаж, 1505-й магазин Бинагадинский район - Ориентир: Автовокзал","(+99455) 819-71-41,(+99412) 499-71-41"
https://www.navigator.az/firm/23539/info/,SHEFA APTEK,Азадлыг пр-т. 233 Наримановский район,(+99412) 449-97-36
https://www.navigator.az/firm/22508/info/,SHEFA APTEK,Ахундова Мирзы Фатали 179 Ясамальский район - Ориентир: Caspian Business Center,"(+99477) 417-01-01,(+99412) 436-91-62"
https://www.navigator.az/firm/24617/info/,YASMIN PHARMACY,"Самеда Вургуна 120, 1-й этаж, ""Yasmin Ticarət Mərkəzi"" Насиминский район - Ориентир: Азербайджанский Медицинский Университет","(+99470) 300-95-41,(+99412) 440-13-36"
https://www.navigator.az/firm/23636/info/,UĞUR APTEK,Самеда Вургуна 114 / ул. Мир-Гасымова Насиминский район Гянджлик,"(+99470) 344-04-02,(+99455) 344-04-02,(+99412) 440-73-64"
https://www.navigator.az/firm/2641/info/,VITA APTEK,Караева Кары пр-т. 27 Низаминский район Кара Караева,"(+99412) 421-59-50,(+99412) 421-59-48"
https://www.navigator.az/firm/6172/info/,SEHHET Aptek,Халилова Захида 48 А Ясамальский район Элмляр Академиясы,(+99412) 538-34-28
https://www.navigator.az/firm/9335/info/,SEMA Aptek,"Мамедовой Шовкет 6 Е, 8-й мкр. Бинагадинский район Азадлыг","(+99412) 562-61-16,(+99455) 455-85-46"
https://www.navigator.az/firm/9226/info/,RETARD Pharmacy (ES RECEBOV E.R.),Талыблы 38 Ясамальский район Иншаатчылар,(+99412) 433-70-91
https://www.navigator.az/firm/23544/info/,ZEYTUN PHARMACY 71,Ахундова Сулеймана Сани 3/33 Бинагадинский район,(+99412) 562-29-50
https://www.navigator.az/firm/23540/info/,ZEYTUN 301 APTEK,Азадлыг пр-т. 202 E Насиминский район,(+99412) 441-33-86
https://www.navigator.az/firm/23542/info/,ZEYTUN APTEK Khatai,Мехдизаде Мехди 44 Хатаинский район,(+99412) 496-85-14
https://www.navigator.az/firm/23554/info/,ZEYTUN APTEK Mukhtar fataliyev str.,Фаталиева Мухтара 151 K Сабунчинский район,(+99412) 428-71-52
https://www.navigator.az/firm/12784/info/,PULS Pharmacy,"Шамиля Камилова 15/74, пос. Бакиханова Сабунчинский район",(+99412) 429-40-71
https://www.navigator.az/firm/23553/info/,ZEYTUN APTEK Bakikhanov str.,Бакиханова 82 E Насиминский район,(+99412) 440-37-83
https://www.navigator.az/firm/23465/info/,ZEYTUN PHARMACEUTICALS Depo,Велиева Огтая 1 Низаминский район,(+99455) 224-34-92
https://www.navigator.az/firm/21314/info/,ZEYTUN 492 PHARMACY,Низами 121 A (бывший 101) Насиминский район Сахиль,"(+99412) 498-07-55,(+99450) 400-23-93"
https://www.navigator.az/firm/23529/info/,ZEYTUN 403 PHARMACY,Азадлыг пр-т. 192 A Насиминский район,"(+99450) 265-89-00,(+99450) 265-71-01,(+99412) 440-87-05"
https://www.navigator.az/firm/6155/info/,ZEYTUN 45 APTEK,"Мустафаева Алы 1/4, 3-й мкр. Насиминский район Мемар Аджеми","(+99412) 430-24-30,(+99470) 679-22-52"
https://www.navigator.az/firm/23541/info/,ZEYTUN 301 APTEK,Пишевари 46 D Насиминский район,(+99412) 530-27-46
https://www.navigator.az/firm/23558/info/,ZEYTUN PHARMACY Sharifzade,Шарифзаде 37 A Ясамальский район,(+99412) 432-00-92
https://www.navigator.az/firm/23552/info/,ZEYTUN PHARMACY Rashid Bekhbudov str.,Рашида Бейбутова 26 Насиминский район,(+99412) 493-88-88
https://www.navigator.az/firm/23549/info/,ZEYTUN PHARMACY Narimanov,Гасаноглы 42 Наримановский район,(+99412) 465-25-15
https://www.navigator.az/firm/23555/info/,ZEYTUN PHARMACY Nasimi,Магеррамова Асифа 67 D Насиминский район,(+99412) 408-95-61
https://www.navigator.az/firm/23556/info/,ZEYTUN PHARMACY Sabunchu,Мехмандарова генерала 36/14 Сабунчинский район,(+99412) 428-77-28
https://www.navigator.az/firm/23545/info/,ZEYTUN PHARMACY Javadkhan str.,"Джавадхана 1, кв. 63 Насиминский район","(+99455) 670-20-43,(+99412) 430-80-54"
https://www.navigator.az/firm/23550/info/,ZEYTUN PHARMACY J.Jabbarli str.,Джафара Джаббарлы 6 Ясамальский район,(+99412) 596-11-23
https://www.navigator.az/firm/23543/info/,ZEYTUN PHARMACY Tbilisi ave.,Тбилисский пр-т. 75 A Ясамальский район,(+99412) 431-13-61
https://www.navigator.az/firm/23547/info/,ZEYTUN PHARMACY Gara Garayev ave.,Караева Кары пр-т. 50 Низаминский район,(+99412) 422-04-86
https://www.navigator.az/firm/23551/info/,ZEYTUN PHARMACY Azadlig,Азадлыг пр-т. 12 Расулзаде пос. район,(+99412) 412-26-23
https://www.navigator.az/firm/743/info/,АЗЕР Аптека Халглар Достлугу,Караева Кары пр-т. 126 Низаминский район Халглар Достлугу,(+99412) 370-51-67
https://www.navigator.az/firm/740/info/,АГАОГЛУ 7 Аптека,Агаоглы Ахмедбека 7/30 Наримановский район,(+99412) 496-19-98
https://www.navigator.az/firm/21335/info/,АВРОПА АПТЕКА Азербайджанский Медицинский Университет,Самеда Вургуна 113 Насиминский район,"(+99470) 490-05-03,(+99412) 440-15-03,(+99412) 409-05-03"
https://www.navigator.az/firm/9588/info/,АВИС Аптека Elmler Akademiyasi,Хагвердиева 11 Ясамальский район Элмляр Академиясы,"(+99450) 205-07-40,(+99412) 497-06-39"
https://www.navigator.az/firm/9228/info/,ZEYTUN 80 APTEK,Назим Хикмет 26/76 Ясамальский район,(+99412) 432-36-47
https://www.navigator.az/firm/777/info/,ZEYTUN 192 APTEK,Пишевари 102 A Насиминский район Мемар Аджеми,"(+99412) 530-20-40,(+99412) 511-20-58"
https://www.navigator.az/firm/768/info/,ZEYTUN 8 APTEK,Гейдарова Арифа 33 Наримановский район Нариман Нариманова,"(+99412) 567-60-45,(+99412) 514-18-95"
https://www.navigator.az/firm/18164/info/,ZEYTUN 171  APTEK,"Гянджеви Мехсети 8, пос. Бакиханова Сабунчинский район","(+99455) 684-27-37,(+99412) 429-81-97"
https://www.navigator.az/firm/23557/info/,ZEYTUN PHARMACY Yasamal,Хагвердиева 33 J Ясамальский район,(+99412) 538-13-39
https://www.navigator.az/firm/22445/info/,ZEYTUN 139 PHARMACY,Низами 107 B Насиминский район - Ориентир: Кинотеатр НИЗАМИ Сахиль,"(+99412) 498-78-75,(+99450) 697-65-76"
https://www.navigator.az/firm/13744/info/,ЧИРАГ Аптека Нариманово,Тебриза 31/7 Наримановский район,(+99412) 489-85-62
https://www.navigator.az/firm/9344/info/,ГЛЮКОЗА Аптека (ЧП АББАСЛЫ А.Б.),Шарифзаде 182 B Ясамальский район Иншаатчылар,"(+99412) 433-74-34,(+99450) 661-74-34,(+99412) 432-59-38"
https://www.navigator.az/firm/6154/info/,АПТЕКА №138,"Пашаева Нураддина 8, пос. Бадамдар Сабаильский район",(+99412) 502-89-85
https://www.navigator.az/firm/18818/info/,ВЕТЕРИНАРНАЯ АПТЕКА,Московский пр-т. 96 Насиминский район 20 января,"(+99412) 430-56-25,(+99451) 385-88-10"
https://www.navigator.az/firm/741/info/,БУТА КАСПИАН,"Кязымзаде Кязыма 123, 563-й квартал Ясамальский район Элмляр Академиясы","(+99412) 537-01-32,(+99455) 505-48-61"
